,Lateral plate mesoderm,Erythroid,Allantois,Gut tube,Endothelium,Haematoendothelial progenitors,Intermediate mesoderm,Blood progenitors,Mixed mesenchymal mesoderm,Spinal cord,Neural crest,Splanchnic mesoderm,Forebrain/Midbrain/Hindbrain,Cranial mesoderm,Surface ectoderm,Definitive endoderm,ExE endoderm,NMP,Anterior somitic tissues,Presomitic mesoderm,Dermomyotome,Cardiomyocytes,Sclerotome
Ash2l,1.8582464113291002,-0.0,-0.0,2.6519005330215478e-15,-0.0,2.2011256587867837e-12,2.3682301738137883,7.665561507985423e-10,-0.0,59.02347311849105,11.444341632379128,3.83868388136632e-11,100.0,-0.0,1.7500360602655403,0.48798406992715265,9.857381889929487e-06,2.6172849316749867,0.0143624804315035,7.441588010568448,12.374182773493697,-0.0,3.439917599408551e-10
Ass1,0.00023254608808949743,-0.0,0.0021149777603129954,6.11333083465807e-10,60.64277610224554,22.315212032833738,0.8264708619966692,0.0341186279876931,2.3983915725032303,0.017215409761278385,7.751558551868245,0.0004186877951573526,-0.0,0.3396399562392626,73.31458832804078,0.34718336554774,0.18739132817711765,0.4386834255911495,0.11417643842987193,0.10932458530924868,0.004301200856217043,0.00099933014476227,0.00021580808500602252
Atp1b1,0.0019361287597182933,-0.0,6.8242165823350185e-06,7.503714643449955,-0.0,0.0002623967878024123,0.35936771429613024,3.2908048006590517e-06,0.3227699362809295,3.2464736739288307e-07,1.5911403198129268e-15,7.366823287262926e-07,9.450409172222316e-15,-0.0,0.0007979029617761483,3.168635817163281,0.0077693750997480425,0.0677814496336153,2.0287578072873973e-07,14.621239795042207,5.03745592230027e-09,100.0,3.270993945034598e-11
Axin2,6.722152559341727,-0.0,5.461478735696987e-10,-0.0,-0.0,1.30598805184694e-08,8.11150684435751,7.110273983336279e-09,-0.0,0.07605084609149294,99.99999835676917,-0.0,100.0,100.0,10.496077772053837,0.0070203936710016325,1.1530796028530299e-06,2.1246765321829875,13.591024170228502,0.5139849760577914,7.618457256038303,-0.0,18.027981528480158
Bak1,2.8534169913678884,-0.0,0.8944215514115579,3.2238431534462597e-12,2.6324137423930534,9.118808304238009,0.0017166181371814112,0.008329677612247365,-0.0,-0.0,44.02466465718373,6.795839317398813,0.4004045741670073,67.8074479533381,0.4861605180777936,-0.0,0.00015475009990829168,5.284880058653444e-06,12.768284724287597,9.610971248240313e-09,5.878132710326842,0.38209315605803323,15.639090635071833
Bambi,100.0,-0.0,61.23519885190572,51.46924126582456,19.78021376026186,17.424504096524178,32.1090496267329,1.6989945870006942e-05,100.0,-0.0,4.04046331969713,22.02889166672429,-0.0,-0.0,6.827233167455571,3.0854006551867304e-05,0.011519147706047492,1.3694245362730277e-07,3.375146132936506e-16,1.7716605579631424e-08,-0.0,100.0,-0.0
Bcl2,0.04259203252197097,7.666403359098699e-15,2.8748535916743996e-08,-0.0,11.38892241422305,10.190051754264509,1.0648447662778957,6.324004535865307e-05,7.834618745357751e-08,4.966286452749457e-15,11.088418725775204,0.03082817318069848,6.641795948202492e-05,33.407797755449835,2.9838736735310726e-08,0.2425376537646433,0.0010542110823296043,0.6723654176049492,3.454084997274645,1.228170760465818e-06,8.461605511399485,44.94651162949697,1.7700877790017424
Bid,5.299607614265809,-0.0,0.9496892653005973,14.620581245639231,9.06009288082276e-08,1.966969585886665,2.170214739411481,1.1566082402637713e-05,0.7089900290032178,5.008359981358471e-05,1.8386788787153827,0.07259860599162128,6.443192541352406e-11,0.40111822137242126,7.477638203662585,0.11567164989340312,0.03974431089574963,0.5471295533035725,1.2732891105475537,5.200665132379118,7.358131140891816,3.899388295391258e-11,10.146412316284582
Bin2,0.4416554200870011,0.00019277463748069545,0.00030394073174097054,0.0025892711684943792,12.333102308631162,15.658199165707405,6.909135179875712,1.7961813509153022,0.28947420386147993,1.4542826661937625,8.854407818511502,0.00025608668392640085,3.1129223520371044e-10,2.823392312335693e-05,8.541041747141549,0.1828535921998008,0.0544014277744029,0.6946974099208465,0.03701526553384802,0.8827675308408985,0.6042125894896995,0.00037998658891943217,8.295717169320262e-06
Bmi1,0.006518007215681377,-0.0,6.368047327712009e-10,-0.0,0.09478336106799899,4.491818990634658,0.0023075090382987003,0.0022610132952809153,2.301773673046471e-06,1.6612455448422994,1.7550024392420052,0.5658931733975588,12.513442475641394,0.6326979571876516,0.00019986920885792125,0.0012235197772019946,0.007209290550005085,1.066327894434817,12.638224777456008,1.8541396218854314,90.90747387722713,-0.0,32.98695898988656
Bmp2,0.0003071249998584162,-0.0,35.62450550838235,0.2840290202221312,0.48146427927199836,11.106024597276347,0.0029567254356009333,7.181739819715627e-05,100.0,-0.0,0.1962787744723531,0.01877432397336536,-0.0,2.764463234740224,100.0,0.13711504232971586,0.12715888444189755,0.0006310237216616224,1.713505447219395e-05,2.4295761003885574,3.037631519642865e-15,100.0,6.995252486313647e-06
Bmp4,100.0,-0.0,97.36792426942223,36.22193208565116,5.834181172647426e-15,0.8892548605272248,86.76781448202487,0.0003642971513796816,100.0,-0.0,-0.0,100.0,-0.0,-0.0,26.353011736697482,0.06879010314018452,0.12624590995551163,7.02694902119513e-05,-0.0,1.6111907717468845e-08,-0.0,100.0,-0.0
Bmp5,0.1639961876229678,-0.0,3.8927678381771287,-0.0,8.753388823986166e-08,0.6066786464124839,0.9268338459354004,0.0062936662637556135,64.3480363080296,-0.0,10.892830020691786,19.9743560632456,-0.0,3.7111437866941657,21.06503280600493,4.5910339438718575,0.008254918063784946,0.01299787038535177,1.4173759671514077,0.23062938811541236,10.654867274236546,72.78369767585968,1.4300155051488135
Bmp7,1.1411566764088222e-10,-0.0,3.0358475138403416e-12,54.1847903670593,-0.0,-0.0,0.004808499847098907,1.2900352447722398e-08,0.24535666566326939,-0.0,7.554817659368652e-10,15.592526200283519,-0.0,60.54772400685841,100.0,11.292072051090466,0.000151256920686833,6.603860464705989e-07,0.0020817947561002762,-0.0,-0.0,100.0,0.3121797369627943
Bmper,7.527191532515791,-0.0,0.13907160991861178,1.6998030998534064e-07,9.867349101405969,7.8769399328049685,2.1573266721307176,0.025804844079513927,7.777438080227404,-0.0,2.5747960096007847,1.350713062356493,1.480242661159321e-14,0.016506953733544768,37.00916140080168,0.7295387138664984,0.0978047481145123,0.0026561623433241097,0.3058352174992677,0.1340767520794695,0.03713283111860938,5.8465810723407,1.7464493689740044
Car7,0.5989480555776081,-0.0,0.08002253174741668,55.40433340688248,13.58548305450043,15.192371030159164,1.7993387198732036,0.016077359753270182,3.167062849439668,1.0921008558717349e-13,1.0813208490063317,49.31948218315878,-0.0,0.020456969341419586,0.4080184259791514,0.5348985659137849,0.0016741094453611026,0.07514570664296477,0.2960968544030503,0.010678915946023472,4.9774550698559545e-06,0.9809068298534018,0.1634754627152228
Cavin3,-0.0,0.0018996867871826693,5.925943855040656e-05,-0.0,100.0,100.0,4.178143545000158e-10,1.0139278964096825,2.405156764495734,-0.0,0.06780436195696761,-0.0,-0.0,2.9494226744728698,0.0001988341097661985,8.22655464169516,0.013241717945901187,9.625541770649803e-06,4.349145832430379,1.309002211305823e-11,1.3693450025056894e-14,100.0,2.883455417354499e-08
Cbfa2t3,-0.0,100.0,0.1956550866297673,-0.0,100.0,99.99999999999012,2.8404101600946305e-10,10.382791466307602,25.82655299229052,-0.0,2.2509922996229699e-07,0.5459709131494284,-0.0,0.0004240714332752879,1.2006841286071574e-12,0.005294322743590925,0.034834882448784625,0.00010295524696599983,10.370290453698624,-0.0,0.8124990917528742,0.023082953169170344,22.938390280447898
Ccng1,2.979674337973981,-0.0,0.0060021491089406,1.5959619571457193e-14,3.0925740781508256e-10,0.27538278876251376,3.973812926050268,0.008603075962159427,0.0004280433829915362,42.44490824898744,2.4978407346147016,2.360240173567585e-10,4.348579737713072,1.3519124694179324e-06,2.4795347996279613,0.26119894852759246,0.0013891635374771968,1.3111817714065268,0.07857114389416854,0.44759335405025397,7.05413325841953,2.4608159524043587,0.010670603998060652
Cd34,-0.0,3.742740050179628e-10,0.1333275776023942,-0.0,100.0,100.0,0.09010011998081609,3.3088351313685984,3.682923991151735e-05,-0.0,1.7367066974904621,-0.0,-0.0,41.150648126020364,3.3328266221946966e-11,0.0013987987999484145,0.004385048622594317,6.621862274714411e-07,18.817731978071244,9.939439063288353e-07,-0.0,-0.0,0.00044297436175723127
Cd8a,0.010800422475137754,30.055130276826766,0.015052838066577296,17.884940011015722,0.5938861421648152,6.168396502225124,0.06480070171681791,0.4566009191636076,3.2642484742829995e-14,0.44024121224540236,4.57263361988552,0.0026246206942485187,-0.0,1.759500249638671,0.07422793648188111,9.276721461102197,0.11165782096001267,0.021054009366845344,0.11478067067684321,1.003985271062839,0.7354259928934055,1.322511289917094e-07,0.0983373155389073
Cdh1,9.64113256127608e-08,-0.0,1.9588644200930571e-10,100.0,-0.0,-0.0,2.6205583977887824e-05,0.00013376340719766782,5.596474452145607e-13,-0.0,2.5053383874367394e-09,-0.0,-0.0,-0.0,100.0,9.378556090532134,0.06402640927631002,0.013362504602371261,-0.0,-0.0,-0.0,-0.0,-0.0
Cdh2,9.075170069385188e-11,-0.0,0.05230043870490655,-0.0,-0.0,-0.0,1.3609553535487866e-12,9.30576005223932e-15,-0.0,100.0,-0.0,-0.0,100.0,-0.0,-0.0,5.169107550025082,1.2040143993461488e-07,2.481197874727507,5.599385262480028e-09,0.027645295370022804,8.077645935439698,69.92613035480619,8.154972791544168e-05
Cdh5,-0.0,1.6569162526900754,0.2876037807389453,-0.0,100.0,100.0,0.42000291402169915,19.106654146034117,3.5952731638754397e-11,-0.0,1.283111546841599e-07,-0.0,-0.0,3.1358332652028684,-0.0,0.004817284007610269,0.002997158108745098,5.594075323624277e-07,33.563369763430835,-0.0,-0.0,-0.0,1.0892023412578572e-07
Cdx1,55.24485313205872,-0.0,0.00016110351060427734,3.0284704087211576e-12,0.00017470566750392048,2.738612137173261,71.90506421541157,0.0018609498964875363,3.2840171873484607e-13,18.477738024739857,22.3721912035608,1.4464911998299308e-16,-0.0,1.8909199380134007e-05,5.660805706912867,2.107292100620442,0.0025199049351762115,0.73033439684466,1.5886567232272253,32.19580973011678,99.99999999999785,-0.0,1.1364610865713543
Cdx2,100.0,-0.0,9.982997759005963,100.0,0.11262478971234768,9.847957918585463,9.662913626162101,0.0007892649159356798,0.6457772911851539,0.15326242771547832,-0.0,-0.0,-0.0,3.263684342837575e-11,2.328630428013368,0.08190234606803576,0.007000473781116635,3.2434960919115774,5.443817115561393e-05,17.662905752792756,1.9691084703329482e-12,-0.0,0.0005315217780268331
Cdx4,100.0,-0.0,0.32898457715518437,9.3878093666375,0.06292645309450502,8.696660991061917,19.273829514787714,0.0005121665874930548,7.189796767011091e-09,2.5223310598418744,4.4821521965072574e-05,1.1163054752835197e-12,-0.0,6.201910742862469e-05,0.8876328710421282,7.735227427141508,0.0636903209256232,1.9925253390236883,2.409417462477082e-06,27.06062952124275,4.886495867073584e-08,2.892982399659862e-16,1.1431373292110608e-05
Cer1,6.877837370008899,-0.0,0.1623063124402098,0.002875430336086745,0.0008515385407000413,2.8917926576625415,6.359460639656623,0.0760749286711257,1.540452724747381,0.15090848173017424,0.17732118392617965,3.551618059330279e-12,0.05433208980001765,0.015336590442535113,7.452065030230214,3.816200629121436,0.06354454993549262,1.3437386595312568,0.00045895606987303103,100.0,11.247034531619276,3.3269297596088534e-15,0.0002619111905280323
Cers4,2.538979269283335,-0.0,1.4182174664373497,26.32786140299995,6.467112195855549,12.384630425286705,4.088371203830496e-06,7.2720286583400765e-06,5.5100307768295105,1.8909497295760072e-10,0.0017272133585563966,7.280672372477379e-15,2.7617876030277797,1.6787307172245652e-09,15.638337019801044,0.06271027621515737,0.005966030437689111,0.05338164452703713,0.00022838006198667272,4.966371004448319e-09,7.169388982896244e-12,22.22351347051273,0.001869237883517985
Chrd,3.052462943840599,-0.0,2.067483467196013e-05,66.10665374690606,0.1205522748108919,5.803261042564454,1.752578861536542,0.01941841182807418,0.0016433523231693921,2.1579527181572277e-11,2.8306644603881073,0.12407133031551498,-0.0,4.929097310346547,0.1716125923747209,35.730737527680425,0.01778554254110828,0.004433862996941265,5.305851251335609,5.543337433269479,2.459288125841559,2.7147385224092987e-10,1.6362074906958797
Cldn4,-0.0,-0.0,1.9286549331065747e-16,100.0,-0.0,4.8929074764521985e-09,0.00018387621730076711,6.320762073897264e-06,1.7778341173412792e-12,-0.0,8.431945726047161e-05,-0.0,-0.0,-0.0,100.0,26.430742148758704,0.24134714249355255,0.0013967927819224016,6.322179087556848e-11,-0.0,-0.0,-0.0,-0.0
Cldn5,7.153332930577867e-12,6.8467250125283915e-15,0.7977543241858118,-0.0,100.0,100.0,5.213330503254594,2.5247873772329794,0.221166639661981,-0.0,1.1574095975715738e-09,1.8553049613813476e-08,-0.0,2.0724644310649967,-0.0,0.008971017652443226,0.004165106743905285,8.063252644335359e-05,22.872852408307875,1.2540355457106636e-11,1.1894979299936426e-13,-0.0,0.00012403800861413068
Clic6,3.212656954823464e-13,-0.0,3.7214243343218067e-05,100.0,6.7540923121556995,5.722258819391183,2.3509957932699768e-08,0.00791745324053502,8.122327742769895e-11,-0.0,1.4541253006532853e-09,0.0054373906658472864,-0.0,-0.0,45.962322016750335,8.866871795242712e-05,0.0821348532637199,0.008379691020312335,1.5130635342675836e-08,5.8802271739544044e-09,-0.0,4.00871110684836,4.591607917383403e-07
Cntfr,-0.0,-0.0,39.945996733733466,-0.0,-0.0,-0.0,0.0017536290979545401,6.268128532596371e-16,-0.0,100.0,5.126604481033418,12.97270210893253,100.0,-0.0,-0.0,2.301458112473304e-05,8.0451878058138e-08,13.981067026976547,6.586211947488909e-12,-0.0,-0.0,-0.0,0.0040930254519576876
Col1a1,100.0,-0.0,100.0,-0.0,-0.0,50.14223944324285,100.0,1.133800836040393e-09,100.0,-0.0,0.0008519143090003909,58.37545664131567,-0.0,100.0,-0.0,4.8216373327664354e-17,1.4324550162867544,8.307681124357363e-14,83.04971641902515,-0.0,49.61379824413974,0.020830094827227894,100.0
Col1a2,8.402681148600262,-0.0,100.0,-0.0,-0.0,0.29906586691820647,15.401956670549499,1.5548149469646413e-06,100.0,-0.0,100.0,0.007848603869877019,-0.0,100.0,9.982184672142564e-10,4.238101173998533e-07,0.002873456471285496,7.328888745805043e-15,56.143039952436325,-0.0,100.0,-0.0,100.0
Col26a1,63.9621899356772,-0.0,7.928723377734582,-0.0,4.950763853865111e-05,30.2445011518308,67.77313791371371,5.783746367834189e-10,79.67802254226298,-0.0,36.72413440275146,100.0,-0.0,100.0,-0.0,4.392511610150445e-14,0.002029236634103134,2.020290150662791e-11,100.0,8.5726136624729,100.0,-0.0,100.0
Col4a1,-0.0,-0.0,-0.0,100.0,100.0,100.0,-0.0,0.602872485325641,-0.0,-0.0,11.786669527044973,-0.0,-0.0,100.0,0.17811272080769597,2.0179854067102787,3.9245582455386234,-0.0,60.10276922512011,-0.0,84.4445753867627,99.05236903983106,99.99999295611019
Coro1a,8.012562117126901,-0.0,13.819753685660157,2.2345373932926886e-09,1.8270498975018284e-07,2.88826229949997,6.331824288374822,0.0022495774750977983,15.99631035964252,0.0010228215303977452,0.6845534809278081,9.852002644978782e-05,5.891198147121081,1.1605887003926,6.320106989388206,6.36600694015843,0.08496707253366804,0.24393046134626495,0.5768117349429321,2.734282452348652e-06,0.00026778972338350863,1.9669312108130874e-06,1.2147658094046287
Cpm,15.218353455602447,-0.0,14.665019712583078,100.0,-0.0,0.0028456776283322586,10.8036066299849,2.3334231962600333e-05,3.7390232305136712,2.9950083875384808,3.9273682566760025e-12,1.0670297106959808e-06,-0.0,-0.0,0.04485348256673273,2.0576407909779535,0.19775574694893644,0.8015366329580863,9.120556141608027e-11,1.7894108686104764e-11,3.680716436132845e-10,-0.0,6.32571382727753e-09
Cpn1,2.268912808118816e-05,-0.0,2.422756565013213e-09,100.0,1.6272997176011742e-05,0.21838803214849825,0.07499640894560826,2.7772565085832576e-05,2.0622709663187062e-08,100.0,1.763610287241788e-11,-0.0,-0.0,-0.0,8.775379945635001e-15,16.817675885186834,0.018356945231025996,13.945500469242797,3.6050573026830956e-08,1.932618319037109e-11,-0.0,0.00841839515513159,4.8216373327664354e-17
Cxcl12,3.317286484943434e-14,-0.0,24.08322124135843,5.905282323422205,-0.0,6.296168854506271,7.365341104514938e-05,6.013659576188199e-09,7.585701361842618e-07,-0.0,-0.0,1.3042295508151163,-0.0,100.0,32.78670804851672,0.31064732552648366,0.28456009685308203,1.2412551043979172e-05,100.0,99.65561864771908,100.0,-0.0,100.0
Cyp26a1,0.6841223433590564,2.4834887435898773e-08,0.0671353105239522,11.24500491142579,57.510195005733515,17.78518895082772,0.13846470193119295,0.0697165982969453,3.062636840297416,0.22974340064002893,0.004391848614760677,1.5435860194605867e-05,-0.0,1.3127608408883733,10.181509218595838,3.5699206001010038,0.013266012689425384,2.086644910775929,0.01142656397477527,0.309395335327362,0.1450547207948055,4.9039378606762954e-11,0.00042391217321399385
Ddit4l,0.8203100105158475,-0.0,0.4869719340022803,0.02012464980718599,0.00010895059824522856,1.8703265748470674,0.6777034878982086,0.03901549556063138,0.0003625068123158172,5.2306728637342115,1.6239966263011967,0.11412479858245954,0.043937671872184766,0.03717183474353638,1.3669813044864467,0.9351360328722784,0.003646104545811644,1.0702400730616493,0.585810153909311,5.05323253133903,23.089440658308966,0.00226811504531918,1.0208918200590122
Dkk1,2.8819433276332114,-0.0,0.0002868293708041136,7.814896909783342e-05,7.368556524378867,12.34681407459785,1.4521610006818735,0.02196726037434646,0.0235713043145588,-0.0,28.80816279844025,-0.0,9.932941490969466,23.04888271256711,9.223244447666247,0.09567806214556296,0.0005779841554914637,0.000570606348105627,0.02383717610448105,1.315929516812953,0.000960911716229544,-0.0,0.12899423743762156
Dlk1,100.0,-0.0,100.0,2.3143859197279508e-14,-0.0,12.368536663387854,79.54729679090742,1.7436728168699936e-11,100.0,-0.0,-0.0,99.99905463968875,-0.0,-0.0,100.0,-0.0,8.137224355651764,-0.0,44.43778848810276,-0.0,100.0,0.00046236898490774765,100.0
Dll1,-0.0,-0.0,-0.0,-0.0,2.056591144774292e-08,4.923333863688588e-10,4.708427001289478e-09,7.5110461147148144e-06,-0.0,100.0,-0.0,-0.0,100.0,-0.0,2.4058438697680536e-07,1.753051499520557e-05,3.17306339875435e-05,43.50365052376499,1.4401652116732199e-11,100.0,7.427005860559179,-0.0,2.8348189886072198e-11
Dll3,2.359617700187587e-10,-0.0,0.005140010604399151,3.281199423729463e-10,7.309602196474531e-14,0.01817091276285155,9.741075444463277e-05,9.632352718175229e-05,4.2944208261541267e-05,17.90325106931501,5.724067136533576e-05,4.9759297274152465e-14,3.2599556665992457,8.765401665811963e-08,0.033177886139104704,7.595241517293953,0.06146040679933807,8.487914068430898,0.0440310035616011,100.0,1.2891348597351793,1.0362662955593987e-12,0.44449633560448853
